Year,Cause of Death,State,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2014,Chronic Lower Respiratory Disease,OK,0-79,2005 Fixed,Metropolitan,1021,2445584,432,589,57.7
2014,Chronic Lower Respiratory Disease,OK,0-79,2005 Fixed,Nonmetropolitan,766,1293204,280,486,63.4
2014,Heart Disease,OK,0-79,2005 Fixed,All,5300,3738788,2958,2342,44.2
2014,Heart Disease,OK,0-79,2005 Fixed,Metropolitan,3107,2445584,1818,1289,41.5
2014,Heart Disease,OK,0-79,2005 Fixed,Nonmetropolitan,2193,1293204,1140,1053,48
2014,Stroke,OK,0-79,2005 Fixed,All,894,3738788,588,306,34.2
2014,Stroke,OK,0-79,2005 Fixed,Metropolitan,533,2445584,358,175,32.8
2014,Stroke,OK,0-79,2005 Fixed,Nonmetropolitan,361,1293204,229,132,36.6
2014,Unintentional Injury,OK,0-79,2005 Fixed,All,1944,3738788,699,1245,64
2014,Unintentional Injury,OK,0-79,2005 Fixed,Metropolitan,1085,2445584,452,633,58.3
2014,Unintentional Injury,OK,0-79,2005 Fixed,Nonmetropolitan,859,1293204,247,612,71.2
2014,Cancer,OR,0-79,2005 Fixed,All,5496,3813772,5296,207,3.8
2014,Cancer,OR,0-79,2005 Fixed,Metropolitan,4274,3194282,4216,99,2.3
2014,Cancer,OR,0-79,2005 Fixed,Nonmetropolitan,1222,619490,1079,143,11.7
2014,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,All,1153,3813772,788,365,31.7
2014,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,Metropolitan,836,3194282,621,215,25.7
2014,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,Nonmetropolitan,317,619490,168,149,47
2014,Heart Disease,OR,0-79,2005 Fixed,All,2622,3813772,3272,7,0.3
2014,Heart Disease,OR,0-79,2005 Fixed,Metropolitan,1971,3194282,2599,5,0.3
2014,Heart Disease,OR,0-79,2005 Fixed,Nonmetropolitan,651,619490,673,32,4.9
2014,Stroke,OR,0-79,2005 Fixed,All,699,3813772,646,58,8.3
2014,Stroke,OR,0-79,2005 Fixed,Metropolitan,541,3194282,511,39,7.2
2014,Stroke,OR,0-79,2005 Fixed,Nonmetropolitan,158,619490,136,22,13.9
2014,Unintentional Injury,OR,0-79,2005 Fixed,All,1254,3813772,735,522,41.6
2014,Unintentional Injury,OR,0-79,2005 Fixed,Metropolitan,991,3194282,610,386,39
2014,Unintentional Injury,OR,0-79,2005 Fixed,Nonmetropolitan,263,619490,125,138,52.5
2014,Cancer,PA,0-79,2005 Fixed,All,19064,12169198,17131,1935,10.2
2014,Cancer,PA,0-79,2005 Fixed,Metropolitan,16485,10758581,14881,1604,9.7
2014,Cancer,PA,0-79,2005 Fixed,Nonmetropolitan,2579,1410617,2250,333,12.9
2014,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,All,3223,12169198,2555,668,20.7
2014,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,Metropolitan,2679,10758581,2212,467,17.4
2014,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,Nonmetropolitan,544,1410617,343,201,36.9
2014,Heart Disease,PA,0-79,2005 Fixed,All,12689,12169198,10633,2056,16.2
2014,Heart Disease,PA,0-79,2005 Fixed,Metropolitan,10843,10758581,9229,1614,14.9
2014,Heart Disease,PA,0-79,2005 Fixed,Nonmetropolitan,1846,1410617,1405,441,23.9
2014,Stroke,PA,0-79,2005 Fixed,All,2388,12169198,2098,290,12.1
2014,Stroke,PA,0-79,2005 Fixed,Metropolitan,2069,10758581,1818,251,12.1
2014,Stroke,PA,0-79,2005 Fixed,Nonmetropolitan,319,1410617,280,39,12.2
2014,Unintentional Injury,PA,0-79,2005 Fixed,All,4993,12169198,2359,2635,52.8
2014,Unintentional Injury,PA,0-79,2005 Fixed,Metropolitan,4311,10758581,2077,2243,52
2014,Unintentional Injury,PA,0-79,2005 Fixed,Nonmetropolitan,682,1410617,282,400,58.7
2014,Cancer,RI,0-79,2005 Fixed,All,1442,1005280,1340,105,7.3
2014,Cancer,RI,0-79,2005 Fixed,Metropolitan,1442,1005280,1340,105,7.3
2014,Cancer,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2014,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,All,242,1005280,197,46,19
2014,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,Metropolitan,242,1005280,197,46,19
2014,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2014,Heart Disease,RI,0-79,2005 Fixed,All,855,1005280,828,46,5.4
2014,Heart Disease,RI,0-79,2005 Fixed,Metropolitan,855,1005280,828,46,5.4
2014,Heart Disease,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2014,Stroke,RI,0-79,2005 Fixed,All,114,1005280,162,0,0
2014,Stroke,RI,0-79,2005 Fixed,Metropolitan,114,1005280,162,0,0
2014,Stroke,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2014,Unintentional Injury,RI,0-79,2005 Fixed,All,408,1005280,194,221,54.2
2014,Unintentional Injury,RI,0-79,2005 Fixed,Metropolitan,408,1005280,194,221,54.2
2014,Unintentional Injury,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2014,Cancer,SC,0-79,2005 Fixed,All,7487,4666504,6484,1003,13.4
2014,Cancer,SC,0-79,2005 Fixed,Metropolitan,6066,3945045,5359,707,11.7
2014,Cancer,SC,0-79,2005 Fixed,Nonmetropolitan,1421,721459,1124,299,21
2014,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,All,1693,4666504,973,720,42.5
2014,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,Metropolitan,1399,3945045,801,598,42.7
2014,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,Nonmetropolitan,294,721459,172,122,41.5
2014,Heart Disease,SC,0-79,2005 Fixed,All,5742,4666504,4024,1718,29.9
2014,Heart Disease,SC,0-79,2005 Fixed,Metropolitan,4492,3945045,3324,1208,26.9
2014,Heart Disease,SC,0-79,2005 Fixed,Nonmetropolitan,1250,721459,699,551,44.1
2014,Stroke,SC,0-79,2005 Fixed,All,1185,4666504,798,387,32.7
2014,Stroke,SC,0-79,2005 Fixed,Metropolitan,937,3945045,658,279,29.8
2014,Stroke,SC,0-79,2005 Fixed,Nonmetropolitan,248,721459,140,108,43.5
2014,Unintentional Injury,SC,0-79,2005 Fixed,All,2032,4666504,897,1135,55.9
2014,Unintentional Injury,SC,0-79,2005 Fixed,Metropolitan,1672,3945045,755,917,54.8
2014,Unintentional Injury,SC,0-79,2005 Fixed,Nonmetropolitan,360,721459,142,218,60.6
2014,Cancer,SD,0-79,2005 Fixed,All,1115,814509,1053,83,7.4
2014,Cancer,SD,0-79,2005 Fixed,Metropolitan,492,391815,474,37,7.5
2014,Cancer,SD,0-79,2005 Fixed,Nonmetropolitan,623,422694,580,48,7.7
2014,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,All,202,814509,157,47,23.3
2014,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,Metropolitan,70,391815,69,6,8.6
2014,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,Nonmetropolitan,132,422694,88,47,35.6
2014,Heart Disease,SD,0-79,2005 Fixed,All,741,814509,651,101,13.6
2014,Heart Disease,SD,0-79,2005 Fixed,Metropolitan,332,391815,291,44,13.3
2014,Heart Disease,SD,0-79,2005 Fixed,Nonmetropolitan,409,422694,360,60,14.7
2014,Stroke,SD,0-79,2005 Fixed,All,108,814509,129,9,8.3
2014,Stroke,SD,0-79,2005 Fixed,Metropolitan,49,391815,57,5,10.2
2014,Stroke,SD,0-79,2005 Fixed,Nonmetropolitan,59,422694,72,4,6.8
2014,Unintentional Injury,SD,0-79,2005 Fixed,All,320,814509,151,169,52.8
2014,Unintentional Injury,SD,0-79,2005 Fixed,Metropolitan,121,391815,72,51,42.1
2014,Unintentional Injury,SD,0-79,2005 Fixed,Nonmetropolitan,199,422694,79,120,60.3
2014,Cancer,TN,0-79,2005 Fixed,All,10695,6321153,8446,2249,21
2014,Cancer,TN,0-79,2005 Fixed,Metropolitan,7674,4887953,6184,1490,19.4
2014,Cancer,TN,0-79,2005 Fixed,Nonmetropolitan,3021,1433200,2262,759,25.1
2014,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,All,2567,6321153,1257,1310,51
2014,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,Metropolitan,1746,4887953,909,837,47.9
2014,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,Nonmetropolitan,821,1433200,348,473,57.6
2014,Heart Disease,TN,0-79,2005 Fixed,All,8741,6321153,5242,3499,40
2014,Heart Disease,TN,0-79,2005 Fixed,Metropolitan,6021,4887953,3826,2195,36.5
2014,Heart Disease,TN,0-79,2005 Fixed,Nonmetropolitan,2720,1433200,1416,1304,47.9
2014,Stroke,TN,0-79,2005 Fixed,All,1626,6321153,1034,592,36.4
2014,Stroke,TN,0-79,2005 Fixed,Metropolitan,1159,4887953,751,408,35.2
2014,Stroke,TN,0-79,2005 Fixed,Nonmetropolitan,467,1433200,283,184,39.4
2014,Unintentional Injury,TN,0-79,2005 Fixed,All,2966,6321153,1205,1761,59.4
2014,Unintentional Injury,TN,0-79,2005 Fixed,Metropolitan,2142,4887953,922,1220,57
2014,Unintentional Injury,TN,0-79,2005 Fixed,Nonmetropolitan,824,1433200,284,540,65.5
2014,Cancer,TX,0-79,2005 Fixed,All,28835,26221550,28177,1237,4.3
2014,Cancer,TX,0-79,2005 Fixed,Metropolitan,24111,23318307,24011,854,3.5
2014,Cancer,TX,0-79,2005 Fixed,Nonmetropolitan,4724,2903243,4166,565,12
2014,Chronic Lower Respiratory Disease,TX,0-79,2005 Fixed,All,5456,26221550,4067,1394,25.5
2014,Chronic Lower Respiratory Disease,TX,0-79,2005 Fixed,Metropolitan,4307,23318307,3424,903,21
2014,Chronic Lower Respiratory Disease,TX,0-79,2005 Fixed,Nonmetropolitan,1149,2903243,642,507,44.1
2014,Heart Disease,TX,0-79,2005 Fixed,All,22558,26221550,17416,5142,22.8
2014,Heart Disease,TX,0-79,2005 Fixed,Metropolitan,18425,23318307,14805,3620,19.6
2014,Heart Disease,TX,0-79,2005 Fixed,Nonmetropolitan,4133,2903243,2611,1522,36.8
2014,Stroke,TX,0-79,2005 Fixed,All,4620,26221550,3403,1217,26.3
2014,Stroke,TX,0-79,2005 Fixed,Metropolitan,3811,23318307,2878,933,24.5
2014,Stroke,TX,0-79,2005 Fixed,Nonmetropolitan,809,2903243,525,284,35.1
2014,Unintentional Injury,TX,0-79,2005 Fixed,All,8159,26221550,4727,3432,42.1
2014,Unintentional Injury,TX,0-79,2005 Fixed,Metropolitan,6773,23318307,4172,2617,38.6
2014,Unintentional Injury,TX,0-79,2005 Fixed,Nonmetropolitan,1386,2903243,555,831,60
2014,Cancer,UT,0-79,2005 Fixed,All,2105,2871458,2671,14,0.7
2014,Cancer,UT,0-79,2005 Fixed,Metropolitan,1803,2564558,2320,12,0.7
2014,Cancer,UT,0-79,2005 Fixed,Nonmetropolitan,302,306900,351,3,1
2014,Chronic Lower Respiratory Disease,UT,0-79,2005 Fixed,All,451,2871458,390,68,15.1
2014,Chronic Lower Respiratory Disease,UT,0-79,2005 Fixed,Metropolitan,377,2564558,337,45,11.9
2014,Chronic Lower Respiratory Disease,UT,0-79,2005 Fixed,Nonmetropolitan,74,306900,52,24,32.4
2014,Heart Disease,UT,0-79,2005 Fixed,All,1349,2871458,1655,4,0.3
2014,Heart Disease,UT,0-79,2005 Fixed,Metropolitan,1179,2564558,1437,3,0.3
2014,Heart Disease,UT,0-79,2005 Fixed,Nonmetropolitan,170,306900,218,7,4.1
2014,Stroke,UT,0-79,2005 Fixed,All,325,2871458,329,14,4.3
2014,Stroke,UT,0-79,2005 Fixed,Metropolitan,279,2564558,286,11,3.9
2014,Stroke,UT,0-79,2005 Fixed,Nonmetropolitan,46,306900,43,5,10.9
2014,Unintentional Injury,UT,0-79,2005 Fixed,All,927,2871458,493,434,46.8
2014,Unintentional Injury,UT,0-79,2005 Fixed,Metropolitan,799,2564558,438,361,45.2
2014,Unintentional Injury,UT,0-79,2005 Fixed,Nonmetropolitan,128,306900,54,74,57.8
2014,Cancer,VT,0-79,2005 Fixed,All,961,599728,895,68,7.1
2014,Cancer,VT,0-79,2005 Fixed,Metropolitan,260,208540,258,8,3.1
2014,Cancer,VT,0-79,2005 Fixed,Nonmetropolitan,701,391188,637,67,9.6
2014,Chronic Lower Respiratory Disease,VT,0-79,2005 Fixed,All,189,599728,132,57,30.2
2014,Chronic Lower Respiratory Disease,VT,0-79,2005 Fixed,Metropolitan,60,208540,37,23,38.3
2014,Chronic Lower Respiratory Disease,VT,0-79,2005 Fixed,Nonmetropolitan,129,391188,95,34,26.4
2014,Heart Disease,VT,0-79,2005 Fixed,All,536,599728,551,16,3
2014,Heart Disease,VT,0-79,2005 Fixed,Metropolitan,137,208540,158,3,2.2
2014,Heart Disease,VT,0-79,2005 Fixed,Nonmetropolitan,399,391188,393,20,5
2014,Stroke,VT,0-79,2005 Fixed,All,82,599728,108,0,0
2014,Stroke,VT,0-79,2005 Fixed,Metropolitan,20,208540,31,0,0
2014,Stroke,VT,0-79,2005 Fixed,Nonmetropolitan,62,391188,77,0,0
2014,Unintentional Injury,VT,0-79,2005 Fixed,All,188,599728,118,75,39.9
2014,Unintentional Injury,VT,0-79,2005 Fixed,Metropolitan,59,208540,40,24,40.7
2014,Unintentional Injury,VT,0-79,2005 Fixed,Nonmetropolitan,129,391188,78,52,40.3
2014,Cancer,VA,0-79,2005 Fixed,All,10651,8052101,10064,594,5.6
2014,Cancer,VA,0-79,2005 Fixed,Metropolitan,8511,7047093,8358,267,3.1
2014,Cancer,VA,0-79,2005 Fixed,Nonmetropolitan,2140,1005008,1706,434,20.3
2014,Chronic Lower Respiratory Disease,VA,0-79,2005 Fixed,All,1714,8052101,1471,243,14.2
2014,Chronic Lower Respiratory Disease,VA,0-79,2005 Fixed,Metropolitan,1253,7047093,1207,60,4.8
2014,Chronic Lower Respiratory Disease,VA,0-79,2005 Fixed,Nonmetropolitan,461,1005008,264,197,42.7
2014,Heart Disease,VA,0-79,2005 Fixed,All,6978,8052101,6226,882,12.6
2014,Heart Disease,VA,0-79,2005 Fixed,Metropolitan,5339,7047093,5158,428,8
2014,Heart Disease,VA,0-79,2005 Fixed,Nonmetropolitan,1639,1005008,1069,572,34.9
2014,Stroke,VA,0-79,2005 Fixed,All,1354,8052101,1218,136,10
2014,Stroke,VA,0-79,2005 Fixed,Metropolitan,1059,7047093,1003,56,5.3
2014,Stroke,VA,0-79,2005 Fixed,Nonmetropolitan,295,1005008,214,81,27.5
2014,Unintentional Injury,VA,0-79,2005 Fixed,All,2389,8052101,1522,881,36.9
2014,Unintentional Injury,VA,0-79,2005 Fixed,Metropolitan,1851,7047093,1318,556,30
2014,Unintentional Injury,VA,0-79,2005 Fixed,Nonmetropolitan,538,1005008,204,334,62.1
2014,Cancer,WA,0-79,2005 Fixed,All,8427,6819335,8625,188,2.2
2014,Cancer,WA,0-79,2005 Fixed,Metropolitan,7285,6138139,7498,118,1.6
2014,Cancer,WA,0-79,2005 Fixed,Nonmetropolitan,1142,681196,1127,79,6.9
2014,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,All,1603,6819335,1260,343,21.4
2014,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,Metropolitan,1368,6138139,1085,283,20.7
2014,Chronic Lower Respiratory Disease,WA,0-79,2005 Fixed,Nonmetropolitan,235,681196,175,60,25.5
2014,Heart Disease,WA,0-79,2005 Fixed,All,4857,6819335,5315,48,1
2014,Heart Disease,WA,0-79,2005 Fixed,Metropolitan,4117,6138139,4614,15,0.4
2014,Heart Disease,WA,0-79,2005 Fixed,Nonmetropolitan,740,681196,702,65,8.8
2014,Stroke,WA,0-79,2005 Fixed,All,937,6819335,1041,30,3.2
2014,Stroke,WA,0-79,2005 Fixed,Metropolitan,805,6138139,899,22,2.7
2014,Stroke,WA,0-79,2005 Fixed,Nonmetropolitan,132,681196,142,9,6.8
2014,Unintentional Injury,WA,0-79,2005 Fixed,All,2181,6819335,1287,896,41.1
2014,Unintentional Injury,WA,0-79,2005 Fixed,Metropolitan,1922,6138139,1151,774,40.3
2014,Unintentional Injury,WA,0-79,2005 Fixed,Nonmetropolitan,259,681196,136,123,47.5
2014,Cancer,WV,0-79,2005 Fixed,All,3642,1771374,2715,929,25.5
2014,Cancer,WV,0-79,2005 Fixed,Metropolitan,2175,1092031,1607,570,26.2
2014,Cancer,WV,0-79,2005 Fixed,Nonmetropolitan,1467,679343,1108,359,24.5
2014,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,All,995,1771374,410,585,58.8
2014,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,Metropolitan,562,1092031,241,321,57.1
2014,Chronic Lower Respiratory Disease,WV,0-79,2005 Fixed,Nonmetropolitan,433,679343,169,264,61
2014,Heart Disease,WV,0-79,2005 Fixed,All,2380,1771374,1686,694,29.2
2014,Heart Disease,WV,0-79,2005 Fixed,Metropolitan,1328,1092031,996,332,25
2014,Heart Disease,WV,0-79,2005 Fixed,Nonmetropolitan,1052,679343,690,362,34.4
2014,Stroke,WV,0-79,2005 Fixed,All,484,1771374,335,149,30.8
2014,Stroke,WV,0-79,2005 Fixed,Metropolitan,285,1092031,197,88,30.9
2014,Stroke,WV,0-79,2005 Fixed,Nonmetropolitan,199,679343,137,62,31.2
2014,Unintentional Injury,WV,0-79,2005 Fixed,All,1134,1771374,350,784,69.1
2014,Unintentional Injury,WV,0-79,2005 Fixed,Metropolitan,694,1092031,214,480,69.2
2014,Unintentional Injury,WV,0-79,2005 Fixed,Nonmetropolitan,440,679343,136,304,69.1
2014,Cancer,WI,0-79,2005 Fixed,All,7652,5515850,7348,372,4.9
2014,Cancer,WI,0-79,2005 Fixed,Metropolitan,5320,4087059,5086,268,5
2014,Cancer,WI,0-79,2005 Fixed,Nonmetropolitan,2332,1428791,2262,110,4.7
2014,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,All,1375,5515850,1083,292,21.2
2014,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,Metropolitan,895,4087059,738,157,17.5
2014,Chronic Lower Respiratory Disease,WI,0-79,2005 Fixed,Nonmetropolitan,480,1428791,344,136,28.3
2014,Heart Disease,WI,0-79,2005 Fixed,All,4710,5515850,4546,282,6
2014,Heart Disease,WI,0-79,2005 Fixed,Metropolitan,3202,4087059,3136,156,4.9
2014,Heart Disease,WI,0-79,2005 Fixed,Nonmetropolitan,1508,1428791,1410,127,8.4
2014,Stroke,WI,0-79,2005 Fixed,All,854,5515850,892,63,7.4
2014,Stroke,WI,0-79,2005 Fixed,Metropolitan,590,4087059,612,51,8.6
2014,Stroke,WI,0-79,2005 Fixed,Nonmetropolitan,264,1428791,280,11,4.2
2014,Unintentional Injury,WI,0-79,2005 Fixed,All,2008,5515850,1049,960,47.8
2014,Unintentional Injury,WI,0-79,2005 Fixed,Metropolitan,1448,4087059,767,691,47.7
2014,Unintentional Injury,WI,0-79,2005 Fixed,Nonmetropolitan,560,1428791,282,278,49.6
2014,Cancer,WY,0-79,2005 Fixed,All,682,564392,722,2,0.3
2014,Cancer,WY,0-79,2005 Fixed,Metropolitan,204,171535,210,6,2.9
2014,Cancer,WY,0-79,2005 Fixed,Nonmetropolitan,478,392857,512,2,0.4
2014,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,All,185,564392,106,79,42.7
2014,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,Metropolitan,56,171535,30,26,46.4
2014,Chronic Lower Respiratory Disease,WY,0-79,2005 Fixed,Nonmetropolitan,129,392857,75,55,42.6
2014,Heart Disease,WY,0-79,2005 Fixed,All,537,564392,444,106,19.7
2014,Heart Disease,WY,0-79,2005 Fixed,Metropolitan,192,171535,129,64,33.3
2014,Heart Disease,WY,0-79,2005 Fixed,Nonmetropolitan,345,392857,315,43,12.5
2014,Stroke,WY,0-79,2005 Fixed,All,72,564392,87,7,9.7
2014,Stroke,WY,0-79,2005 Fixed,Metropolitan,20,171535,25,2,10
2014,Stroke,WY,0-79,2005 Fixed,Nonmetropolitan,52,392857,62,6,11.5
2014,Unintentional Injury,WY,0-79,2005 Fixed,All,315,564392,106,209,66.3
2014,Unintentional Injury,WY,0-79,2005 Fixed,Metropolitan,82,171535,32,50,61
2014,Unintentional Injury,WY,0-79,2005 Fixed,Nonmetropolitan,233,392857,74,159,68.2
2015,Cancer,AL,0-79,2005 Fixed,All,7757,4681102,6451,1306,16.8
2015,Cancer,AL,0-79,2005 Fixed,Metropolitan,5643,3575158,4768,876,15.5
2015,Cancer,AL,0-79,2005 Fixed,Nonmetropolitan,2114,1105944,1683,431,20.4
2015,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,All,2095,4681102,969,1126,53.7
2015,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,Metropolitan,1419,3575158,710,709,50
2015,Chronic Lower Respiratory Disease,AL,0-79,2005 Fixed,Nonmetropolitan,676,1105944,258,418,61.8
2015,Heart Disease,AL,0-79,2005 Fixed,All,7171,4681102,4009,3162,44.1
2015,Heart Disease,AL,0-79,2005 Fixed,Metropolitan,5071,3575158,2957,2114,41.7
2015,Heart Disease,AL,0-79,2005 Fixed,Nonmetropolitan,2100,1105944,1052,1048,49.9
2015,Stroke,AL,0-79,2005 Fixed,All,1442,4681102,795,647,44.9
2015,Stroke,AL,0-79,2005 Fixed,Metropolitan,1010,3575158,585,425,42.1
2015,Stroke,AL,0-79,2005 Fixed,Nonmetropolitan,432,1105944,211,221,51.2
2015,Unintentional Injury,AL,0-79,2005 Fixed,All,2183,4681102,898,1285,58.9
2015,Unintentional Injury,AL,0-79,2005 Fixed,Metropolitan,1577,3575158,681,896,56.8
2015,Unintentional Injury,AL,0-79,2005 Fixed,Nonmetropolitan,606,1105944,217,389,64.2
2015,Cancer,AK,0-79,2005 Fixed,All,783,725579,761,66,8.4
2015,Cancer,AK,0-79,2005 Fixed,Metropolitan,499,491146,486,41,8.2
2015,Cancer,AK,0-79,2005 Fixed,Nonmetropolitan,284,226394,269,33,11.6
2015,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,All,127,725579,106,23,18.1
2015,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,Metropolitan,87,491146,67,21,24.1
2015,Chronic Lower Respiratory Disease,AK,0-79,2005 Fixed,Nonmetropolitan,40,226394,38,3,7.5
2015,Heart Disease,AK,0-79,2005 Fixed,All,572,725579,461,111,19.4
2015,Heart Disease,AK,0-79,2005 Fixed,Metropolitan,335,491146,294,61,18.2
2015,Heart Disease,AK,0-79,2005 Fixed,Nonmetropolitan,237,226394,163,74,31.2
2015,Stroke,AK,0-79,2005 Fixed,All,95,725579,89,17,17.9
2015,Stroke,AK,0-79,2005 Fixed,Metropolitan,64,491146,57,12,18.8
2015,Stroke,AK,0-79,2005 Fixed,Nonmetropolitan,31,226394,31,6,19.4
2015,Unintentional Injury,AK,0-79,2005 Fixed,All,343,725579,131,215,62.7
2015,Unintentional Injury,AK,0-79,2005 Fixed,Metropolitan,200,491146,88,117,58.5
2015,Unintentional Injury,AK,0-79,2005 Fixed,Nonmetropolitan,143,226394,42,101,70.6
2015,Cancer,AZ,0-79,2005 Fixed,All,8298,6562445,9025,97,1.2
2015,Cancer,AZ,0-79,2005 Fixed,Metropolitan,7860,6229591,8518,77,1
2015,Cancer,AZ,0-79,2005 Fixed,Nonmetropolitan,438,332854,508,21,4.8
2015,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,All,2007,6562445,1386,621,30.9
2015,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,Metropolitan,1901,6229591,1306,595,31.3
2015,Chronic Lower Respiratory Disease,AZ,0-79,2005 Fixed,Nonmetropolitan,106,332854,80,26,24.5
2015,Heart Disease,AZ,0-79,2005 Fixed,All,5405,6562445,5654,407,7.5
2015,Heart Disease,AZ,0-79,2005 Fixed,Metropolitan,5042,6229591,5335,336,6.7
2015,Heart Disease,AZ,0-79,2005 Fixed,Nonmetropolitan,363,332854,319,71,19.6
2015,Stroke,AZ,0-79,2005 Fixed,All,1064,6562445,1136,57,5.4
2015,Stroke,AZ,0-79,2005 Fixed,Metropolitan,990,6229591,1071,52,5.3
2015,Stroke,AZ,0-79,2005 Fixed,Nonmetropolitan,74,332854,65,10,13.5
2015,Unintentional Injury,AZ,0-79,2005 Fixed,All,2703,6562445,1251,1463,54.1
2015,Unintentional Injury,AZ,0-79,2005 Fixed,Metropolitan,2417,6229591,1188,1246,51.6
2015,Unintentional Injury,AZ,0-79,2005 Fixed,Nonmetropolitan,286,332854,64,222,77.6
2015,Cancer,AR,0-79,2005 Fixed,All,5019,2863750,3933,1088,21.7
2015,Cancer,AR,0-79,2005 Fixed,Metropolitan,2758,1775032,2230,528,19.1
2015,Cancer,AR,0-79,2005 Fixed,Nonmetropolitan,2261,1088718,1703,563,24.9
2015,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,All,1459,2863750,597,862,59.1
2015,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,Metropolitan,698,1775032,333,365,52.3
2015,Chronic Lower Respiratory Disease,AR,0-79,2005 Fixed,Nonmetropolitan,761,1088718,264,497,65.3
2015,Heart Disease,AR,0-79,2005 Fixed,All,4399,2863750,2454,1945,44.2
2015,Heart Disease,AR,0-79,2005 Fixed,Metropolitan,2349,1775032,1386,963,41
2015,Heart Disease,AR,0-79,2005 Fixed,Nonmetropolitan,2050,1088718,1068,982,47.9
2015,Stroke,AR,0-79,2005 Fixed,All,800,2863750,490,310,38.8
2015,Stroke,AR,0-79,2005 Fixed,Metropolitan,428,1775032,275,153,35.7
2015,Stroke,AR,0-79,2005 Fixed,Nonmetropolitan,372,1088718,215,157,42.2
2015,Unintentional Injury,AR,0-79,2005 Fixed,All,1255,2863750,545,710,56.6
2015,Unintentional Injury,AR,0-79,2005 Fixed,Metropolitan,656,1775032,332,324,49.4
2015,Unintentional Injury,AR,0-79,2005 Fixed,Nonmetropolitan,599,1088718,214,385,64.3
2015,Cancer,CA,0-79,2005 Fixed,All,40640,37807378,44689,191,0.5
2015,Cancer,CA,0-79,2005 Fixed,Metropolitan,39281,37014085,43326,193,0.5
2015,Cancer,CA,0-79,2005 Fixed,Nonmetropolitan,1359,793293,1363,38,2.8
2015,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,All,6498,37807378,6520,111,1.7
2015,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,Metropolitan,6135,37014085,6311,80,1.3
2015,Chronic Lower Respiratory Disease,CA,0-79,2005 Fixed,Nonmetropolitan,363,793293,209,154,42.4
2015,Heart Disease,CA,0-79,2005 Fixed,All,26674,37807378,27645,959,3.6
2015,Heart Disease,CA,0-79,2005 Fixed,Metropolitan,25611,37014085,26803,759,3
2015,Heart Disease,CA,0-79,2005 Fixed,Nonmetropolitan,1063,793293,843,222,20.9
2015,Stroke,CA,0-79,2005 Fixed,All,5724,37807378,5415,559,9.8
2015,Stroke,CA,0-79,2005 Fixed,Metropolitan,5542,37014085,5246,548,9.9
2015,Stroke,CA,0-79,2005 Fixed,Nonmetropolitan,182,793293,169,13,7.1
2015,Unintentional Injury,CA,0-79,2005 Fixed,All,10396,37807378,7050,3444,33.1
2015,Unintentional Injury,CA,0-79,2005 Fixed,Metropolitan,9939,37014085,6890,3168,31.9
